"","items","count","total","rnd","customer","age","city","paymentType"
"265","sausage,chicken,pip fruit,berries,other vegetables,dessert,yogurt,frozen vegetables,frozen meals,brown bread,semi-finished bread,ketchup,spices,ready soups,soda,canned beer,popcorn",17,1791,1,"Farida",22,"Cairo","Cash"
"266","whole milk,margarine,bottled water",3,666,11,"Hanan",22,"Fayoum","Credit"
"267","tropical fruit,bottled beer",2,1179,11,"Hanan",22,"Fayoum","Credit"
"268","whole milk,ice cream,pastry,coffee,shopping bags",5,1812,1,"Farida",22,"Cairo","Cash"
"269","citrus fruit,whole milk,specialty bar,dish cleaner,cling film/bags",5,475,11,"Hanan",22,"Fayoum","Cash"
"270","brown bread,margarine,long life bakery product,flower (seeds)",4,2025,1,"Farida",22,"Cairo","Cash"
"271","berries,dessert,whipped/sour cream,bottled water,soda,fruit/vegetable juice,white wine",7,1720,1,"Farida",22,"Cairo","Cash"
"272","whole milk,brown bread",2,964,11,"Hanan",22,"Fayoum","Credit"
"273","whole milk,soda",2,1650,1,"Farida",22,"Cairo","Cash"
"274","tropical fruit,other vegetables,whole milk,frozen vegetables,pastry,cake bar",6,2397,1,"Farida",22,"Cairo","Cash"
"275","sweet spreads,cat food",2,1748,11,"Hanan",22,"Fayoum","Cash"
"276","frankfurter,sausage,other vegetables,domestic eggs,ketchup,canned fish,soda,long life bakery product,shopping bags",9,1826,1,"Farida",22,"Cairo","Credit"
"277","beverages",1,745,11,"Hanan",22,"Fayoum","Cash"
"278","cream cheese ",1,1112,1,"Farida",22,"Cairo","Cash"
"279","tropical fruit,other vegetables,yogurt,mayonnaise,mustard,newspapers",6,1524,1,"Farida",22,"Cairo","Cash"
"280","tropical fruit,grapes,other vegetables,bottled beer,popcorn",5,123,1,"Farida",22,"Cairo","Cash"
"281","hamburger meat,semi-finished bread,Instant food products",3,105,1,"Farida",22,"Cairo","Credit"
"282","sausage,beef,citrus fruit,sweet spreads,coffee",5,709,11,"Hanan",22,"Fayoum","Credit"
"283","rolls/buns,rum",2,1665,11,"Hanan",22,"Fayoum","Credit"
"284","canned beer",1,323,11,"Hanan",22,"Fayoum","Cash"
"285","tropical fruit,zwieback,bottled water",3,1833,11,"Hanan",22,"Fayoum","Cash"
"286","pork,root vegetables,onions,other vegetables,yogurt,domestic eggs",6,693,1,"Farida",22,"Cairo","Cash"
"287","sausage,citrus fruit,tropical fruit,pip fruit,flour,baking powder",6,312,1,"Farida",22,"Cairo","Cash"
"288","whole milk,hard cheese,coffee",3,410,11,"Hanan",22,"Fayoum","Cash"
"289","whole milk,whipped/sour cream,specialty cheese,domestic eggs,dog food,soda,chewing gum",7,1361,1,"Farida",22,"Cairo","Credit"
"290","bottled water",1,584,11,"Hanan",22,"Fayoum","Credit"
"291","pip fruit,other vegetables,whipped/sour cream,oil",4,355,1,"Farida",22,"Cairo","Cash"
"292","citrus fruit,whole milk,butter milk,yogurt,baking powder",5,501,11,"Hanan",22,"Fayoum","Cash"
"293","whole milk,yogurt,rolls/buns,bottled water",4,2486,1,"Farida",22,"Cairo","Cash"
"294","canned beer",1,2127,1,"Farida",22,"Cairo","Cash"
"295","frankfurter,rolls/buns,salt,canned beer,newspapers",5,2463,11,"Hanan",22,"Fayoum","Credit"
"296","frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags",6,1966,1,"Farida",22,"Cairo","Credit"
"297","whole milk,bottled water",2,315,11,"Hanan",22,"Fayoum","Cash"
"298","rolls/buns,soda",2,2422,11,"Hanan",22,"Fayoum","Credit"
"299","other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda",6,213,1,"Farida",22,"Cairo","Credit"
"300","other vegetables",1,740,1,"Farida",22,"Cairo","Cash"
"301","onions,whole milk,butter,frozen fish",4,108,11,"Hanan",22,"Fayoum","Cash"
"302","citrus fruit,tropical fruit,pip fruit,pastry,coffee,chocolate",6,1602,11,"Hanan",22,"Fayoum","Credit"
"303","chewing gum",1,1474,1,"Farida",22,"Cairo","Credit"
"304","onions,yogurt,flour,sugar,bottled water,fruit/vegetable juice,red/blush wine,hair spray",8,1921,11,"Hanan",22,"Fayoum","Credit"
"305","bottled water,chocolate",2,377,1,"Farida",22,"Cairo","Credit"
"306","ice cream",1,1059,11,"Hanan",22,"Fayoum","Cash"
"307","citrus fruit,whole milk,yogurt,softener,hygiene articles",5,422,11,"Hanan",22,"Fayoum","Cash"
"308","root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads",12,2122,11,"Hanan",22,"Fayoum","Cash"
"309","soda",1,1933,1,"Farida",22,"Cairo","Cash"
"310","yogurt,rolls/buns,misc. beverages",3,1342,1,"Farida",22,"Cairo","Credit"
"311","citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes",7,552,11,"Hanan",22,"Fayoum","Cash"
"312","sausage",1,2098,1,"Farida",22,"Cairo","Cash"
"313","sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese ,domestic eggs,rolls/buns,pastry,instant coffee",10,1384,1,"Farida",22,"Cairo","Credit"
"314","meat,citrus fruit,whole milk,spread cheese",4,370,11,"Hanan",22,"Fayoum","Credit"
"315","ham,root vegetables,butter,bottled water,white wine",5,116,1,"Farida",22,"Cairo","Credit"
"316","UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers",5,843,11,"Hanan",22,"Fayoum","Credit"
"317","beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers",7,1957,11,"Hanan",22,"Fayoum","Credit"
"318","whole milk,beverages,bottled water,soda,cake bar,newspapers",6,1743,1,"Farida",22,"Cairo","Cash"
"319","chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish,bottled water,misc. beverages,fruit/vegetable juice,napkins",12,2007,11,"Hanan",22,"Fayoum","Cash"
"320","UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags",6,1082,11,"Hanan",22,"Fayoum","Cash"
"321","coffee,fruit/vegetable juice",2,847,1,"Farida",22,"Cairo","Credit"
"322","hamburger meat,tropical fruit",2,1845,11,"Hanan",22,"Fayoum","Credit"
"323","sausage,soda,liquor (appetizer),shopping bags",4,794,11,"Hanan",22,"Fayoum","Cash"
"324","long life bakery product",1,587,1,"Farida",22,"Cairo","Cash"
"325","canned beer",1,688,11,"Hanan",22,"Fayoum","Cash"
"326","sausage,citrus fruit,other vegetables,hard cheese,cream cheese ,frozen dessert,artif. sweetener,coffee,cling film/bags,newspapers",10,611,1,"Farida",22,"Cairo","Credit"
"327","beef,root vegetables,other vegetables,whole milk,domestic eggs,hygiene articles",6,1509,11,"Hanan",22,"Fayoum","Credit"
"328","hard cheese,white bread,brown bread",3,1846,1,"Farida",22,"Cairo","Cash"
"329","chicken",1,430,11,"Hanan",22,"Fayoum","Credit"
"330","frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer",8,2397,1,"Farida",22,"Cairo","Cash"
"331","sausage,yogurt,rolls/buns,soda",4,2084,1,"Farida",22,"Cairo","Credit"
"332","rolls/buns",1,2222,11,"Hanan",22,"Fayoum","Cash"
"333","tropical fruit,whole milk,cat food,popcorn,specialty bar",5,1221,1,"Farida",22,"Cairo","Cash"
"334","citrus fruit,other vegetables,butter,brown bread,baking powder,bottled water,soda",7,1683,1,"Farida",22,"Cairo","Cash"
"335","rolls/buns",1,1220,11,"Hanan",22,"Fayoum","Credit"
"336","sausage,pork,beef,hamburger meat,grapes,root vegetables,other vegetables,dessert,rolls/buns,dog food,napkins",11,1940,11,"Hanan",22,"Fayoum","Cash"
"337","rolls/buns,canned beer",2,731,11,"Hanan",22,"Fayoum","Cash"
"338","frankfurter,pork,root vegetables,whole milk,yogurt,frozen fish,soda",7,1318,1,"Farida",22,"Cairo","Credit"
"339","sausage,butter milk,rolls/buns,bottled water,soda,canned beer,shopping bags",7,161,11,"Hanan",22,"Fayoum","Cash"
"340","root vegetables,other vegetables,whole milk,butter,mustard,bottled water,flower (seeds)",7,286,11,"Hanan",22,"Fayoum","Credit"
"341","meat,whole milk,yogurt,soda,male cosmetics",5,243,11,"Hanan",22,"Fayoum","Credit"
"342","root vegetables,other vegetables,photo/film",3,830,11,"Hanan",22,"Fayoum","Cash"
"343","rolls/buns",1,271,11,"Hanan",22,"Fayoum","Credit"
"344","pork,other vegetables,soda",3,1319,1,"Farida",22,"Cairo","Cash"
"345","root vegetables,whole milk,oil,mustard,fruit/vegetable juice,waffles,dishes,shopping bags",8,1937,11,"Hanan",22,"Fayoum","Cash"
"346","organic sausage,rolls/buns",2,846,1,"Farida",22,"Cairo","Credit"
"347","frankfurter,pork,herbs,other vegetables,butter,rolls/buns",6,1567,1,"Farida",22,"Cairo","Credit"
"348","whipped/sour cream,condensed milk,domestic eggs,flour,oil,sugar",6,539,1,"Farida",22,"Cairo","Cash"
"349","chicken,beef,pip fruit,berries,other vegetables,whole milk,whipped/sour cream,frozen fruits,frozen meals,domestic eggs,salty snack",11,667,1,"Farida",22,"Cairo","Cash"
"350","citrus fruit,root vegetables,domestic eggs,margarine,dishes",5,766,1,"Farida",22,"Cairo","Credit"
"351","soda",1,355,11,"Hanan",22,"Fayoum","Cash"
"352","canned beer,newspapers",2,1314,11,"Hanan",22,"Fayoum","Cash"
"353","pork",1,523,11,"Hanan",22,"Fayoum","Credit"
"354","yogurt",1,1464,1,"Farida",22,"Cairo","Cash"
"355","long life bakery product,pot plants",2,362,11,"Hanan",22,"Fayoum","Cash"
"356","citrus fruit,tropical fruit,frozen meals,frozen dessert,rolls/buns,misc. beverages",6,416,11,"Hanan",22,"Fayoum","Cash"
"357","frankfurter,bottled beer",2,1270,1,"Farida",22,"Cairo","Credit"
"358","chocolate,napkins",2,2455,11,"Hanan",22,"Fayoum","Credit"
"359","specialty chocolate",1,2290,11,"Hanan",22,"Fayoum","Credit"
"360","salty snack",1,1139,1,"Farida",22,"Cairo","Cash"
"361","frozen meals,bottled beer",2,1363,1,"Farida",22,"Cairo","Cash"
"362","rolls/buns",1,1241,1,"Farida",22,"Cairo","Cash"
"363","whole milk,frozen meals,pasta,candy",4,215,1,"Farida",22,"Cairo","Cash"
"364","pork,frozen potato products,rolls/buns,margarine,coffee,female sanitary products",6,1670,11,"Hanan",22,"Fayoum","Cash"
"365","whole milk,cereals",2,582,11,"Hanan",22,"Fayoum","Credit"
"366","bottled water,misc. beverages,bottled beer",3,772,1,"Farida",22,"Cairo","Credit"
"367","soda",1,951,1,"Farida",22,"Cairo","Cash"
"368","canned beer",1,1706,1,"Farida",22,"Cairo","Credit"
"369","canned beer",1,460,11,"Hanan",22,"Fayoum","Cash"
"370","butter milk,pastry",2,1151,1,"Farida",22,"Cairo","Cash"
"371","other vegetables,margarine,coffee,canned beer,flower (seeds)",5,1709,11,"Hanan",22,"Fayoum","Credit"
"372","frankfurter,pork,whole milk,pastry,soda",5,1134,11,"Hanan",22,"Fayoum","Cash"
"373","sausage,UHT-milk",2,281,11,"Hanan",22,"Fayoum","Cash"
"374","frankfurter,pork,pip fruit,root vegetables,other vegetables,whole milk,butter milk,yogurt,cream cheese ,rolls/buns,brown bread,soda",12,1162,11,"Hanan",22,"Fayoum","Cash"
"375","canned beer",1,126,11,"Hanan",22,"Fayoum","Credit"
"376","UHT-milk,bottled water,soda",3,460,11,"Hanan",22,"Fayoum","Cash"
"377","whole milk,dessert,butter milk",3,303,11,"Hanan",22,"Fayoum","Credit"
"378","frozen vegetables,bottled beer",2,1541,11,"Hanan",22,"Fayoum","Cash"
"379","soda,skin care",2,2330,11,"Hanan",22,"Fayoum","Cash"
"380","bottled water",1,2138,1,"Farida",22,"Cairo","Cash"
"381","canned beer",1,1691,11,"Hanan",22,"Fayoum","Cash"
"382","other vegetables,soda,bottled beer",3,1070,11,"Hanan",22,"Fayoum","Credit"
"383","tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,napkins,dishes",7,1326,11,"Hanan",22,"Fayoum","Cash"
"384","bottled water",1,1487,1,"Farida",22,"Cairo","Cash"
"385","tropical fruit,frozen meals,rolls/buns,bottled beer,newspapers",5,924,1,"Farida",22,"Cairo","Cash"
"386","citrus fruit,whole milk,soft cheese,rice,margarine,sugar,soups,bottled water",8,2233,11,"Hanan",22,"Fayoum","Cash"
"387","sausage,beef,whole milk,pastry",4,1376,11,"Hanan",22,"Fayoum","Cash"
"388","beef,other vegetables,margarine,soda",4,2404,1,"Farida",22,"Cairo","Credit"
"389","other vegetables,pot plants",2,1362,1,"Farida",22,"Cairo","Credit"
"390","sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables,rolls/buns,bottled water,soda,bottled beer,red/blush wine",14,2478,11,"Hanan",22,"Fayoum","Cash"
"391","onions,yogurt,ice cream",3,1055,11,"Hanan",22,"Fayoum","Cash"
"392","root vegetables,whole milk,semi-finished bread,cat food,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles,newspapers,shopping bags",11,2238,1,"Farida",22,"Cairo","Cash"
"393","chocolate",1,1448,1,"Farida",22,"Cairo","Credit"
"394","coffee",1,1602,1,"Farida",22,"Cairo","Cash"
"395","beef,fish,yogurt,pastry,soda,specialty chocolate",6,1685,1,"Farida",22,"Cairo","Cash"
"396","root vegetables,semi-finished bread,specialty bar",3,1406,11,"Hanan",22,"Fayoum","Credit"
"397","soda,specialty bar",2,621,1,"Farida",22,"Cairo","Cash"
"398","bottled beer",1,1247,1,"Farida",22,"Cairo","Cash"
"399","canned beer",1,543,11,"Hanan",22,"Fayoum","Cash"
"400","bottled water,bottled beer",2,1573,11,"Hanan",22,"Fayoum","Cash"
"401","canned beer",1,1976,1,"Farida",22,"Cairo","Credit"
"402","citrus fruit,herbs,other vegetables,curd",4,268,1,"Farida",22,"Cairo","Cash"
"403","liquor",1,906,1,"Farida",22,"Cairo","Cash"
"404","chicken,butter,UHT-milk,spread cheese,bottled beer,salty snack,waffles,chewing gum",8,546,11,"Hanan",22,"Fayoum","Credit"
"405","meat,other vegetables,white bread,newspapers",4,2252,1,"Farida",22,"Cairo","Credit"
"406","ham,meat,berries,other vegetables,whole milk,butter,yogurt,processed cheese,specialty cheese,white bread,margarine,specialty bar",12,297,11,"Hanan",22,"Fayoum","Credit"
"407","sausage,brown bread,roll products ,coffee,dish cleaner",5,2072,11,"Hanan",22,"Fayoum","Credit"
"408","ham,other vegetables,yogurt,domestic eggs,semi-finished bread,newspapers",6,1715,11,"Hanan",22,"Fayoum","Credit"
"409","whole milk,domestic eggs,cling film/bags",3,1593,11,"Hanan",22,"Fayoum","Cash"
"410","root vegetables,UHT-milk,rolls/buns,brown bread,pastry,bottled water",6,1550,11,"Hanan",22,"Fayoum","Cash"
"411","dishes",1,1905,11,"Hanan",22,"Fayoum","Credit"
"412","sausage,ham,grapes,other vegetables,UHT-milk,frozen meals,frozen potato products,rolls/buns,waffles,chocolate,candy",11,836,11,"Hanan",22,"Fayoum","Credit"
"413","other vegetables,whole milk,yogurt,ice cream,flour,margarine,baking powder,pudding powder",8,681,1,"Farida",22,"Cairo","Cash"
"414","beef,citrus fruit,pip fruit,root vegetables,other vegetables,pastry,flour,canned beer,red/blush wine",9,2438,1,"Farida",22,"Cairo","Cash"
"415","shopping bags",1,1085,11,"Hanan",22,"Fayoum","Cash"
"416","chewing gum",1,2100,1,"Farida",22,"Cairo","Credit"
"417","bottled water,bottled beer",2,452,11,"Hanan",22,"Fayoum","Cash"
"418","bottled beer",1,490,1,"Farida",22,"Cairo","Cash"
"419","tropical fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,coffee,bottled water,soda,salty snack,long life bakery product,specialty bar",13,1140,1,"Farida",22,"Cairo","Cash"
"420","ham,other vegetables,whole milk,butter,yogurt,flour,oil,spices",8,512,1,"Farida",22,"Cairo","Cash"
"421","whole milk,pastry",2,1430,11,"Hanan",22,"Fayoum","Cash"
"422","whipped/sour cream",1,2230,1,"Farida",22,"Cairo","Cash"
"423","misc. beverages",1,2228,11,"Hanan",22,"Fayoum","Cash"
"424","sausage",1,631,11,"Hanan",22,"Fayoum","Credit"
"425","instant coffee",1,2366,1,"Farida",22,"Cairo","Cash"
"426","root vegetables,other vegetables,whole milk,specialty bar,dishes",5,654,11,"Hanan",22,"Fayoum","Credit"
"427","sausage,whole milk,yogurt,sliced cheese,rolls/buns,coffee,soda,canned beer,specialty bar",9,2263,11,"Hanan",22,"Fayoum","Cash"
"428","pork,root vegetables,cream cheese ,frozen fish,flour,sugar,decalcifier,shopping bags",8,2234,11,"Hanan",22,"Fayoum","Credit"
"429","canned beer",1,199,1,"Farida",22,"Cairo","Credit"
"430","tropical fruit,other vegetables,rolls/buns,white bread,bottled beer,pot plants",6,224,11,"Hanan",22,"Fayoum","Cash"
"431","sausage,finished products,beef,citrus fruit,onions,other vegetables,whole milk,dessert,frozen dessert,brown bread,canned vegetables,canned fruit,soda",13,2275,11,"Hanan",22,"Fayoum","Cash"
"432","other vegetables",1,2179,1,"Farida",22,"Cairo","Credit"
"433","berries,root vegetables,packaged fruit/vegetables,whipped/sour cream,UHT-milk,instant coffee",6,1731,1,"Farida",22,"Cairo","Credit"
"434","pip fruit,sweet spreads",2,463,11,"Hanan",22,"Fayoum","Credit"
"435","pork,packaged fruit/vegetables,whole milk,white bread,liquor,chocolate marshmallow",6,940,11,"Hanan",22,"Fayoum","Cash"
"436","pip fruit,white bread,coffee,soda,fruit/vegetable juice,bottled beer,sparkling wine",7,2396,1,"Farida",22,"Cairo","Cash"
"437","pork,tropical fruit,herbs,whole milk,ice cream,chocolate marshmallow,candy,toilet cleaner,dental care",9,433,1,"Farida",22,"Cairo","Cash"
"438","white wine,specialty bar",2,1754,11,"Hanan",22,"Fayoum","Cash"
"439","chicken,root vegetables,whole milk,butter milk,rolls/buns,soda,dish cleaner,baby cosmetics,kitchen towels",9,729,11,"Hanan",22,"Fayoum","Cash"
"440","berries,rolls/buns,pastry,soda,shopping bags",5,1759,11,"Hanan",22,"Fayoum","Cash"
"441","citrus fruit,other vegetables,butter,rolls/buns",4,1937,1,"Farida",22,"Cairo","Cash"
"442","beef,other vegetables,canned fish",3,2125,1,"Farida",22,"Cairo","Credit"
"443","other vegetables,rolls/buns,red/blush wine",3,184,1,"Farida",22,"Cairo","Credit"
"444","onions,mayonnaise,rolls/buns,mustard,fruit/vegetable juice",5,2065,1,"Farida",22,"Cairo","Cash"
"445","photo/film",1,1867,1,"Farida",22,"Cairo","Cash"
"446","whole milk,cream cheese ,brown bread,misc. beverages,shopping bags",5,587,11,"Hanan",22,"Fayoum","Credit"
"447","pork,other vegetables,butter milk,yogurt,pasta,soda,waffles,photo/film",8,1537,1,"Farida",22,"Cairo","Cash"
"448","nuts/prunes",1,454,1,"Farida",22,"Cairo","Cash"
"449","yogurt,whipped/sour cream,frozen vegetables,salt,pasta,baking powder,soda,misc. beverages,fruit/vegetable juice",9,1710,1,"Farida",22,"Cairo","Credit"
"450","hamburger meat,whole milk,yogurt,soft cheese,frozen potato products,pasta,canned vegetables,fruit/vegetable juice,popcorn",9,781,1,"Farida",22,"Cairo","Credit"
"451","sausage,tropical fruit,whole milk,rolls/buns,soda",5,760,11,"Hanan",22,"Fayoum","Credit"
"452","beef,berries,dessert,bottled water,hygiene articles",5,1653,11,"Hanan",22,"Fayoum","Cash"
"453","pip fruit,fruit/vegetable juice",2,1049,1,"Farida",22,"Cairo","Cash"
"454","canned beer,newspapers",2,2041,1,"Farida",22,"Cairo","Credit"
"455","curd,meat spreads",2,1706,11,"Hanan",22,"Fayoum","Cash"
"456","curd,UHT-milk,spread cheese,pasta,Instant food products,soda,shopping bags",7,1662,1,"Farida",22,"Cairo","Credit"
"457","bottled water,fruit/vegetable juice,canned beer",3,2097,1,"Farida",22,"Cairo","Credit"
"458","citrus fruit,root vegetables,whole milk,coffee",4,573,11,"Hanan",22,"Fayoum","Cash"
"459","chicken,tropical fruit,brown bread,pickled vegetables,soda,canned beer",6,1583,11,"Hanan",22,"Fayoum","Credit"
"460","semi-finished bread",1,2181,11,"Hanan",22,"Fayoum","Cash"
"461","pork,pip fruit,onions,other vegetables,whole milk,dessert,yogurt,whisky",8,1438,1,"Farida",22,"Cairo","Cash"
"462","finished products,seasonal products",2,969,11,"Hanan",22,"Fayoum","Credit"
"463","whole milk,pastry",2,1831,1,"Farida",22,"Cairo","Credit"
"464","shopping bags",1,471,11,"Hanan",22,"Fayoum","Credit"
"465","whole milk,zwieback,salty snack",3,310,1,"Farida",22,"Cairo","Cash"
"466","soda,canned beer",2,1065,1,"Farida",22,"Cairo","Credit"
"467","pastry,canned beer",2,2452,1,"Farida",22,"Cairo","Cash"
"468","other vegetables,butter,curd,frozen vegetables,brown bread,hygiene articles",6,1677,1,"Farida",22,"Cairo","Cash"
"469","frankfurter,sausage,processed cheese,rolls/buns,liquor",5,1153,1,"Farida",22,"Cairo","Cash"
